Date_and_time_of_unloading,Product_code,Amount,Sale_amount,Discount_amount,Profit,Percentage_markup,Discount_percentage
2020-08-26 21:00:00,1790,2.0,1201.42,138.58,508.42,73.37,10.34
2020-08-26 21:00:00,1860,3.75,3486.93,413.07,1601.8,84.97,10.59
2020-08-26 21:00:00,1863,1.0,320.0,,190.4,146.91,
2020-08-26 21:00:00,1951,1.0,440.0,,193.0,78.14,
2020-08-26 21:00:00,1959,1.0,330.0,,195.75,145.81,
2020-08-26 21:00:00,1979,4.0,990.0,210.0,538.88,119.45,17.5
2020-08-26 21:00:00,1980,1.0,197.24,22.76,91.04,85.73,10.35
2020-08-26 21:00:00,1997,8.25,4061.88,228.12,2576.88,173.53,5.32
2020-08-26 21:00:00,2002,2.0,265.0,85.0,25.0,10.42,24.29
2020-08-26 21:00:00,2015,2.0,700.0,,360.0,105.88,
2020-08-26 21:00:00,2016,4.0,760.0,,401.28,111.86,
2020-08-26 21:00:00,2021,1.0,350.0,,181.45,107.65,
2020-08-26 21:00:00,2060,1.0,480.0,,183.0,61.62,
2020-08-26 21:00:00,2082,1.0,240.0,60.0,80.0,50.0,20.0
2020-08-26 21:00:00,2095,3.0,1440.0,360.0,522.0,56.86,20.0
2020-08-26 21:00:00,2098,1.5,870.0,30.0,442.5,103.51,3.33
2020-08-26 21:00:00,2121,1.25,656.25,43.75,431.25,191.67,6.25
2020-08-26 21:00:00,2154,2.0,510.0,90.0,240.0,88.89,15.0
2020-08-26 21:00:00,2199,0.5,223.85,56.15,113.85,103.5,20.05
2020-08-26 21:00:00,2226,7.0,3854.84,345.16,2093.15,118.81,8.22
2020-08-26 21:00:00,2262,1.0,1998.63,501.37,652.63,48.49,20.05
2020-08-26 21:00:00,2274,2.0,527.7,132.3,207.7,64.91,20.05
2020-08-26 21:00:00,2279,1.0,137.32,112.68,16.02,13.21,45.07
2020-08-26 21:00:00,2280,2.0,2123.49,116.51,937.49,79.05,5.2
2020-08-26 21:00:00,2310,1.0,550.0,,245.0,80.33,
2020-08-26 21:00:00,2338,2.125,1793.52,246.48,783.15,77.51,12.08
2020-08-26 21:00:00,2372,5.75,3597.66,542.34,2447.66,212.84,13.1
2020-08-26 21:00:00,2392,7.75,3598.0,122.0,2207.96,158.84,3.28
2020-08-26 21:00:00,2401,1.0,263.81,66.19,93.81,55.18,20.06
2020-08-26 21:00:00,2410,2.25,2459.87,240.13,997.37,68.2,8.89
2020-08-26 21:00:00,2417,1.75,1571.51,108.49,696.51,79.6,6.46
2020-08-26 21:00:00,2425,1.0,320.0,80.0,110.0,52.38,20.0
2020-08-26 21:00:00,2431,0.25,112.0,28.0,62.0,124.0,20.0
2020-08-26 21:00:00,2433,1.0,285.0,15.0,155.0,119.23,5.0
2020-08-26 21:00:00,2434,0.5,287.92,72.08,153.92,114.87,20.02
2020-08-26 21:00:00,2436,2.75,1473.0,67.0,730.5,98.38,4.35
2020-08-26 21:00:00,2442,2.0,660.0,,360.0,120.0,
2020-08-26 21:00:00,2444,1.75,1352.68,257.32,580.4,75.15,15.98
2020-08-26 21:00:00,2452,1.25,1229.87,270.13,424.87,52.78,18.01
2020-08-26 21:00:00,2456,1.0,959.5,240.5,284.5,42.15,20.04
2020-08-26 21:00:00,2472,2.0,449.8,50.2,239.8,114.19,10.04
2020-08-26 21:00:00,2486,1.0,300.0,,183.0,156.41,
2020-08-26 21:00:00,2487,1.0,239.76,60.24,122.76,104.92,20.08
2020-08-26 21:00:00,2506,1.0,375.43,94.57,120.43,47.23,20.12
2020-08-26 21:00:00,2518,1.25,1371.75,228.25,517.6,60.6,14.27
2020-08-26 21:00:00,2523,1.0,153.8,126.2,25.46,19.84,45.07
2020-08-26 21:00:00,2524,1.0,240.0,60.0,95.0,65.52,20.0
2020-08-26 21:00:00,2525,9.75,4914.33,545.67,2281.83,86.68,9.99
2020-08-26 21:00:00,2526,13.25,6689.55,730.45,3864.92,136.83,9.84
2020-08-26 21:00:00,2537,5.0,2606.25,193.75,1506.25,136.93,6.92
2020-08-26 21:00:00,2542,1.0,255.82,64.18,95.82,59.89,20.06
2020-08-26 21:00:00,2545,1.5,671.65,168.35,356.65,113.22,20.04
2020-08-26 21:00:00,2550,0.5,223.88,56.12,106.38,90.54,20.04
2020-08-26 21:00:00,2555,1.0,224.77,25.23,114.77,104.34,10.09
2020-08-26 21:00:00,2566,1.0,300.0,,156.0,108.33,
2020-08-26 21:00:00,2570,2.0,700.0,,358.0,104.68,
2020-08-26 21:00:00,2584,1.0,330.0,,207.96,170.4,
2020-08-26 21:00:00,2586,1.75,1237.24,162.76,602.64,94.96,11.63
2020-08-26 21:00:00,2598,2.0,362.33,137.67,142.33,64.7,27.53
2020-08-26 21:00:00,2599,1.0,450.0,,216.0,92.31,
2020-08-26 21:00:00,2603,6.5,3567.35,332.65,1758.14,97.18,8.53
2020-08-26 21:00:00,2627,1.25,1165.58,134.42,450.83,63.08,10.34
2020-08-26 21:00:00,2630,1.0,335.0,85.0,123.76,58.59,20.24
2020-08-26 21:00:00,2632,0.75,570.58,89.42,308.26,117.51,13.55
2020-08-26 21:00:00,2651,1.0,195.0,25.0,84.17,75.95,11.36
2020-08-26 21:00:00,2652,1.0,220.0,,109.17,98.5,
2020-08-27 15:00:00,135,2.0,489.92,210.08,161.92,49.37,30.01
2020-08-27 15:00:00,236,3.0,980.0,70.0,400.55,69.13,6.67
2020-08-27 15:00:00,281,1.0,209.79,90.21,65.94,45.84,30.07
2020-08-27 15:00:00,296,4.0,568.58,191.42,193.34,51.52,25.19
2020-08-27 15:00:00,298,2.0,380.0,,200.64,111.86,
2020-08-27 15:00:00,310,3.0,2084.0,76.0,1034.0,98.48,3.52
2020-08-27 15:00:00,377,1.0,190.0,,96.19,102.54,
2020-08-27 15:00:00,380,2.0,570.0,30.0,270.0,90.0,5.0
2020-08-27 15:00:00,381,1.0,300.0,,197.0,191.26,
2020-08-27 15:00:00,463,2.25,1185.68,74.32,698.17,143.21,5.9
2020-08-27 15:00:00,505,2.0,489.48,210.52,236.48,93.47,30.07
2020-08-27 15:00:00,519,1.0,200.0,,200.0,,
2020-08-27 15:00:00,564,1.75,665.61,174.39,273.26,69.65,20.76
2020-08-27 15:00:00,566,3.0,620.97,69.03,282.9,83.68,10.0
2020-08-27 15:00:00,591,2.0,300.0,,195.0,185.71,
2020-08-27 15:00:00,637,1.5,1002.11,77.89,610.61,155.97,7.21
2020-08-27 15:00:00,643,1.0,270.0,,123.0,83.67,
2020-08-27 15:00:00,681,1.0,328.94,141.06,76.94,30.53,30.01
2020-08-27 15:00:00,717,2.0,474.06,25.94,474.06,,5.19
2020-08-27 15:00:00,825,1.0,209.78,90.22,97.0,86.01,30.07
2020-08-27 15:00:00,827,1.0,500.0,,247.28,97.85,
2020-08-27 15:00:00,899,1.0,280.0,70.0,280.0,,20.0
2020-08-27 15:00:00,963,1.5,671.0,49.0,334.7,99.52,6.81
2020-08-27 15:00:00,964,1.0,200.0,,100.88,101.78,
2020-08-27 15:00:00,1095,1.0,195.97,84.03,75.01,62.01,30.01
2020-08-27 15:00:00,1213,1.75,1257.27,142.73,706.02,128.08,10.2
2020-08-27 15:00:00,1214,1.0,520.0,130.0,200.5,62.75,20.0
2020-08-27 15:00:00,1215,1.0,489.92,210.08,116.42,31.17,30.01
2020-08-27 15:00:00,1268,1.0,269.32,30.68,129.32,92.37,10.23
2020-08-27 15:00:00,1330,1.0,350.0,,172.0,96.63,
2020-08-27 15:00:00,1717,1.0,280.0,,145.0,107.41,
2020-08-27 15:00:00,1725,0.25,151.52,38.48,62.77,70.73,20.25
2020-08-27 15:00:00,1753,1.0,390.0,,208.24,114.57,
2020-08-27 15:00:00,1860,1.25,1272.3,27.7,643.93,102.48,2.13
2020-08-27 15:00:00,1863,2.0,543.96,96.04,284.76,109.86,15.01
2020-08-27 15:00:00,1866,1.0,540.0,60.0,237.6,78.57,10.0
2020-08-27 15:00:00,1917,1.0,295.0,75.0,125.5,74.04,20.27
2020-08-27 15:00:00,1926,0.5,455.0,25.0,230.06,102.28,5.21
2020-08-27 15:00:00,1947,1.0,220.0,,113.21,106.01,
2020-08-27 15:00:00,1997,7.5,3819.0,81.0,2469.0,182.89,2.08
2020-08-27 15:00:00,2005,1.0,260.0,,150.0,136.36,
2020-08-27 15:00:00,2015,1.0,312.7,37.3,142.7,83.94,10.66
2020-08-27 15:00:00,2114,1.0,220.0,,120.0,120.0,
2020-08-27 15:00:00,2121,0.5,220.0,60.0,130.0,144.44,21.43
2020-08-27 15:00:00,2178,1.0,244.96,105.04,76.48,45.39,30.01
2020-08-27 15:00:00,2212,0.25,190.82,49.18,73.82,63.09,20.49
2020-08-27 15:00:00,2226,0.25,150.0,,87.08,138.4,
2020-08-27 15:00:00,2237,1.75,1769.24,330.76,607.24,52.26,15.75
2020-08-27 15:00:00,2296,1.0,280.0,70.0,90.0,47.37,20.0
2020-08-27 15:00:00,2358,1.0,594.85,255.15,140.34,30.88,30.02
2020-08-27 15:00:00,2372,1.25,900.0,,650.0,260.0,
2020-08-27 15:00:00,2386,1.0,804.86,345.14,154.86,23.82,30.01
2020-08-27 15:00:00,2392,0.75,335.41,24.59,200.89,149.34,6.83
2020-08-27 15:00:00,2417,0.75,720.0,,345.0,92.0,
2020-08-27 15:00:00,2436,1.25,610.94,89.06,273.44,81.02,12.72
2020-08-27 15:00:00,2444,0.5,410.0,50.0,189.35,85.81,10.87
2020-08-27 15:00:00,2452,0.25,239.24,60.76,78.24,48.6,20.25
2020-08-27 15:00:00,2455,1.75,875.0,105.0,490.0,127.27,10.71
2020-08-27 15:00:00,2484,1.0,225.0,155.0,25.0,12.5,40.79
2020-08-27 15:00:00,2485,3.0,587.37,252.63,197.37,50.61,30.08
2020-08-27 15:00:00,2490,1.0,699.88,300.12,167.88,31.56,30.01
2020-08-27 15:00:00,2499,1.0,381.18,98.82,126.18,49.48,20.59
2020-08-27 15:00:00,2516,1.0,349.94,150.06,74.94,27.25,30.01
2020-08-27 15:00:00,2518,0.25,255.56,64.44,84.73,49.6,20.14
2020-08-27 15:00:00,2523,1.0,195.97,84.03,67.63,52.7,30.01
2020-08-27 15:00:00,2526,5.75,2850.13,369.87,1624.34,132.51,11.49
2020-08-27 15:00:00,2549,2.0,1800.0,200.0,1800.0,,10.0
2020-08-27 15:00:00,2583,1.0,295.0,35.0,169.72,135.47,10.61
2020-08-27 15:00:00,2586,1.0,658.8,141.2,296.16,81.67,17.65
2020-08-27 15:00:00,2587,1.0,230.96,99.04,108.92,89.25,30.01
2020-08-27 15:00:00,2598,2.0,424.97,75.03,204.97,93.17,15.01
2020-08-27 15:00:00,2618,1.0,1049.82,450.18,234.5,28.76,30.01
2020-08-27 15:00:00,2622,1.0,1119.81,480.19,231.75,26.1,30.01
2020-08-27 15:00:00,2624,4.0,1349.9,450.1,451.94,50.33,25.01
2020-08-27 15:00:00,2627,0.5,389.61,130.39,103.71,36.27,25.08
2020-08-27 15:00:00,2628,1.0,489.92,210.08,117.43,31.53,30.01
2020-08-27 15:00:00,2630,1.0,293.95,126.05,82.71,39.15,30.01
2020-08-27 15:00:00,2631,2.0,1050.0,190.0,379.24,56.54,15.32
2020-08-27 15:00:00,2634,3.0,2648.77,351.23,1083.22,69.19,11.71
2020-08-27 15:00:00,2638,1.0,489.92,210.08,117.43,31.53,30.01
2020-08-27 15:00:00,2641,1.0,1119.81,480.19,231.75,26.1,30.01
2020-08-27 15:00:00,2647,1.25,626.67,73.33,622.08,13552.94,10.48
2020-08-27 15:00:00,2651,1.0,220.0,,109.17,98.5,
2020-08-27 15:00:00,2652,1.0,220.0,,109.17,98.5,
2020-08-27 15:00:00,2657,1.0,839.86,360.14,193.86,30.01,30.01
2020-08-28 15:00:00,128,1.0,350.0,,162.0,86.17,
2020-08-28 15:00:00,236,11.0,3465.0,385.0,1340.35,63.09,10.0
2020-08-28 15:00:00,281,3.0,900.0,,468.45,108.55,
2020-08-28 15:00:00,296,14.0,2391.75,268.25,1078.41,82.11,10.08
2020-08-28 15:00:00,298,13.0,2203.52,266.48,1037.68,89.01,10.79
2020-08-28 15:00:00,299,4.0,683.92,76.08,325.2,90.66,10.01
2020-08-28 15:00:00,310,5.25,3682.83,97.17,1845.33,100.43,2.57
2020-08-28 15:00:00,358,1.0,270.0,30.0,177.04,190.45,10.0
2020-08-28 15:00:00,377,4.0,683.92,76.08,308.68,82.26,10.01
2020-08-28 15:00:00,381,1.0,300.0,,197.0,191.26,
2020-08-28 15:00:00,564,1.5,720.0,,383.7,114.09,
2020-08-28 15:00:00,591,4.0,569.02,30.98,359.02,170.96,5.16
2020-08-28 15:00:00,637,2.5,1689.59,110.41,1037.09,158.94,6.13
2020-08-28 15:00:00,643,1.0,215.81,54.19,68.81,46.81,20.07
2020-08-28 15:00:00,717,5.0,1124.65,125.35,1124.65,,10.03
2020-08-28 15:00:00,898,1.0,280.0,70.0,280.0,,20.0
2020-08-28 15:00:00,899,1.0,279.75,70.25,279.75,,20.07
2020-08-28 15:00:00,963,0.75,360.0,,191.85,114.09,
2020-08-28 15:00:00,964,1.0,178.79,21.21,79.67,80.38,10.61
2020-08-28 15:00:00,1059,1.0,480.0,,307.0,177.46,
2020-08-28 15:00:00,1080,1.0,700.0,,317.67,83.09,
2020-08-28 15:00:00,1213,1.0,760.0,40.0,445.0,141.27,5.0
2020-08-28 15:00:00,1217,3.0,540.0,,297.51,122.69,
2020-08-28 15:00:00,1501,1.0,565.71,134.29,250.71,79.59,19.18
2020-08-28 15:00:00,1652,1.0,294.71,75.29,118.67,67.41,20.35
2020-08-28 15:00:00,1725,0.75,570.0,,303.75,114.08,
2020-08-28 15:00:00,1750,2.0,830.0,150.0,293.66,54.75,15.31
2020-08-28 15:00:00,1787,1.0,330.0,,176.0,114.29,
2020-08-28 15:00:00,1866,4.0,2036.71,363.29,827.11,68.38,15.14
2020-08-28 15:00:00,1926,1.0,860.0,100.0,410.12,91.16,10.42
2020-08-28 15:00:00,1947,8.0,1536.91,223.09,682.59,79.9,12.68
2020-08-28 15:00:00,1997,2.75,1307.65,122.35,812.65,164.17,8.56
2020-08-28 15:00:00,2016,12.0,2051.75,228.25,975.59,90.65,10.01
2020-08-28 15:00:00,2098,0.5,300.0,,157.5,110.53,
2020-08-28 15:00:00,2114,3.0,615.0,45.0,315.0,105.0,6.82
2020-08-28 15:00:00,2121,0.75,420.0,,285.0,211.11,
2020-08-28 15:00:00,2137,1.0,278.78,71.22,91.68,49.0,20.35
2020-08-28 15:00:00,2152,1.0,330.0,,95.0,40.43,
2020-08-28 15:00:00,2212,0.75,670.0,50.0,319.0,90.88,6.94
2020-08-28 15:00:00,2226,1.5,884.62,15.38,507.11,134.33,1.71
2020-08-28 15:00:00,2237,5.0,5188.43,811.57,1868.43,56.28,13.53
2020-08-28 15:00:00,2271,1.0,250.0,,150.0,150.0,
2020-08-28 15:00:00,2296,2.0,503.23,126.77,123.23,32.43,20.12
2020-08-28 15:00:00,2331,1.0,270.0,30.0,128.75,91.15,10.0
2020-08-28 15:00:00,2355,1.0,596.77,153.23,212.42,55.27,20.43
2020-08-28 15:00:00,2372,1.5,935.0,145.0,635.0,211.67,13.43
2020-08-28 15:00:00,2392,2.0,935.0,25.0,576.28,160.65,2.6
2020-08-28 15:00:00,2417,0.25,215.38,24.62,90.38,72.3,10.26
2020-08-28 15:00:00,2436,1.5,780.0,60.0,375.0,92.59,7.14
2020-08-28 15:00:00,2444,0.75,665.0,25.0,334.03,100.92,3.62
2020-08-28 15:00:00,2455,3.5,1885.0,75.0,1115.0,144.81,3.83
2020-08-28 15:00:00,2485,3.0,754.29,85.71,364.29,93.41,10.2
2020-08-28 15:00:00,2499,1.0,380.0,100.0,125.0,49.02,20.83
2020-08-28 15:00:00,2518,0.25,320.0,,149.17,87.32,
2020-08-28 15:00:00,2526,4.5,2311.51,208.49,1352.21,140.96,8.27
2020-08-28 15:00:00,2549,1.0,1000.0,,1000.0,,
2020-08-28 15:00:00,2555,2.0,475.0,25.0,255.0,115.91,5.0
2020-08-28 15:00:00,2570,1.0,315.0,35.0,144.0,84.21,10.0
2020-08-28 15:00:00,2586,1.5,1120.0,80.0,576.06,105.91,6.67
2020-08-28 15:00:00,2594,2.0,700.0,40.0,310.0,79.49,5.41
2020-08-28 15:00:00,2598,2.0,449.06,50.94,229.06,104.12,10.19
2020-08-28 15:00:00,2613,1.0,495.0,125.0,144.76,41.33,20.16
2020-08-28 15:00:00,2627,0.25,205.0,55.0,62.05,43.41,21.15
2020-08-28 15:00:00,2634,3.0,2700.0,300.0,1134.45,72.46,10.0
2020-08-28 15:00:00,2647,5.9,2925.94,378.06,2904.28,13408.49,11.44
2020-08-28 15:00:00,2649,1.0,810.0,90.0,325.0,67.01,10.0
2020-08-28 15:00:00,2652,1.0,150.0,70.0,39.17,35.34,31.82
2020-08-28 15:00:00,2656,1.0,280.0,,152.56,119.71,
2020-08-29 16:00:00,135,3.0,1050.0,,558.0,113.41,
2020-08-29 16:00:00,137,1.0,375.0,45.0,132.0,54.32,10.71
2020-08-29 16:00:00,211,1.0,650.0,,303.5,87.59,
2020-08-29 16:00:00,258,1.0,760.0,40.0,311.9,69.6,5.0
2020-08-29 16:00:00,296,6.0,1000.0,140.0,437.14,77.66,12.28
2020-08-29 16:00:00,298,3.0,510.0,60.0,240.96,89.56,10.53
2020-08-29 16:00:00,310,6.0,4151.84,168.16,2051.84,97.71,3.89
2020-08-29 16:00:00,364,3.0,942.27,107.73,537.27,132.66,10.26
2020-08-29 16:00:00,365,1.0,269.23,30.77,143.23,113.67,10.26
2020-08-29 16:00:00,377,6.0,985.0,155.0,422.14,75.0,13.6
2020-08-29 16:00:00,472,1.0,260.0,70.0,86.6,49.94,21.21
2020-08-29 16:00:00,519,1.0,200.0,,200.0,,
2020-08-29 16:00:00,520,1.0,250.0,,135.0,117.39,
2020-08-29 16:00:00,564,6.0,2525.77,354.23,1180.57,87.76,12.3
2020-08-29 16:00:00,579,1.0,520.0,130.0,214.0,69.93,20.0
2020-08-29 16:00:00,591,2.0,239.12,60.88,134.12,127.73,20.29
2020-08-29 16:00:00,637,10.5,7422.5,137.5,4682.0,170.84,1.82
2020-08-29 16:00:00,643,2.0,540.0,,246.0,83.67,
2020-08-29 16:00:00,653,1.0,350.0,,218.68,166.52,
2020-08-29 16:00:00,681,1.0,470.0,,218.0,86.51,
2020-08-29 16:00:00,688,2.0,540.0,,270.96,100.71,
2020-08-29 16:00:00,717,7.0,1568.21,181.79,1568.21,,10.39
2020-08-29 16:00:00,826,1.0,285.0,15.0,145.83,104.79,5.0
2020-08-29 16:00:00,827,2.0,899.42,100.58,393.98,77.95,10.06
2020-08-29 16:00:00,898,2.0,593.26,106.74,593.26,,15.25
2020-08-29 16:00:00,899,6.0,1880.5,219.5,1880.5,,10.45
2020-08-29 16:00:00,925,1.0,615.25,154.75,243.46,65.48,20.1
2020-08-29 16:00:00,963,2.0,960.0,,511.6,114.09,
2020-08-29 16:00:00,1059,1.0,380.0,100.0,207.0,119.65,20.83
2020-08-29 16:00:00,1095,2.0,387.22,172.78,145.3,60.06,30.85
2020-08-29 16:00:00,1213,2.5,1920.0,80.0,1132.5,143.81,4.0
2020-08-29 16:00:00,1214,1.0,650.0,,330.5,103.44,
2020-08-29 16:00:00,1413,3.0,646.59,163.41,-52.41,-7.5,20.17
2020-08-29 16:00:00,1433,3.0,718.41,181.59,283.41,65.15,20.18
2020-08-29 16:00:00,1652,2.0,665.58,74.42,313.5,89.04,10.06
2020-08-29 16:00:00,1725,0.5,300.88,79.12,123.38,69.51,20.82
2020-08-29 16:00:00,1791,1.0,850.0,,400.0,88.89,
2020-08-29 16:00:00,1809,1.0,330.0,,198.68,151.29,
2020-08-29 16:00:00,1822,1.0,280.0,,150.0,115.38,
2020-08-29 16:00:00,1863,1.0,285.0,35.0,155.4,119.91,10.94
2020-08-29 16:00:00,1886,1.0,340.0,40.0,215.0,172.0,10.53
2020-08-29 16:00:00,1926,3.5,2822.11,537.89,1247.53,79.23,16.01
2020-08-29 16:00:00,1947,3.0,545.58,114.42,225.21,70.3,17.34
2020-08-29 16:00:00,1971,0.5,139.51,60.49,39.51,39.51,30.25
2020-08-29 16:00:00,1997,5.0,2436.61,183.39,1536.61,170.73,7.0
2020-08-29 16:00:00,2005,1.0,260.0,,150.0,136.36,
2020-08-29 16:00:00,2009,1.0,270.0,,130.0,92.86,
2020-08-29 16:00:00,2016,4.0,603.76,156.24,245.04,68.31,20.56
2020-08-29 16:00:00,2022,1.0,277.78,72.22,107.13,62.78,20.63
2020-08-29 16:00:00,2025,2.0,700.0,,400.0,133.33,
2020-08-29 16:00:00,2098,1.5,840.0,60.0,412.5,96.49,6.67
2020-08-29 16:00:00,2114,1.0,220.0,,120.0,120.0,
2020-08-29 16:00:00,2121,1.75,770.0,210.0,455.0,144.44,21.43
2020-08-29 16:00:00,2128,1.0,268.55,281.45,2.75,1.03,51.17
2020-08-29 16:00:00,2152,1.0,360.0,90.0,125.0,53.19,20.0
2020-08-29 16:00:00,2154,4.0,809.11,390.89,269.11,49.84,32.57
2020-08-29 16:00:00,2212,0.5,480.0,,246.0,105.13,
2020-08-29 16:00:00,2226,3.25,1799.12,150.88,981.19,119.96,7.74
2020-08-29 16:00:00,2237,1.25,1470.0,30.0,640.0,77.11,2.0
2020-08-29 16:00:00,2292,1.0,161.13,168.87,11.13,7.42,51.17
2020-08-29 16:00:00,2310,1.0,440.0,110.0,135.0,44.26,20.0
2020-08-29 16:00:00,2372,6.5,4240.83,439.17,2940.83,226.22,9.38
2020-08-29 16:00:00,2382,0.5,470.98,229.02,110.98,30.83,32.72
2020-08-29 16:00:00,2392,2.75,1245.45,74.55,752.21,152.5,5.65
2020-08-29 16:00:00,2417,1.5,1440.0,,690.0,92.0,
2020-08-29 16:00:00,2436,6.0,3036.27,323.73,1416.27,87.42,9.63
2020-08-29 16:00:00,2452,1.25,1289.42,210.58,484.42,60.18,14.04
2020-08-29 16:00:00,2455,4.5,2324.38,195.62,1334.38,134.79,7.76
2020-08-29 16:00:00,2487,1.0,300.0,,183.0,156.41,
2020-08-29 16:00:00,2499,1.0,380.0,100.0,125.0,49.02,20.83
2020-08-29 16:00:00,2502,1.0,322.97,157.03,57.97,21.88,32.71
2020-08-29 16:00:00,2518,1.75,2107.55,132.45,911.73,76.24,5.91
2020-08-29 16:00:00,2526,5.0,2447.4,352.6,1381.49,129.61,12.59
2020-08-29 16:00:00,2549,2.0,2000.0,,2000.0,,
2020-08-29 16:00:00,2568,1.0,300.0,,156.0,108.33,
2020-08-29 16:00:00,2584,2.0,523.01,136.99,278.93,114.28,20.76
2020-08-29 16:00:00,2586,1.25,940.0,60.0,486.71,107.37,6.0
2020-08-29 16:00:00,2600,1.0,230.0,,158.0,219.44,
2020-08-29 16:00:00,2608,2.0,967.18,172.82,367.18,61.2,15.16
2020-08-29 16:00:00,2609,2.0,967.18,172.82,367.18,61.2,15.16
2020-08-29 16:00:00,2627,0.5,337.04,182.96,51.13,17.88,35.18
2020-08-29 16:00:00,2634,3.75,3246.03,503.97,1289.1,65.87,13.44
2020-08-29 16:00:00,2647,3.25,1640.0,180.0,1628.08,13658.39,9.89
2020-08-29 16:00:00,2652,1.0,220.0,,109.17,98.5,
2020-08-29 16:00:00,2656,2.0,560.0,,305.12,119.71,
2020-08-30 18:00:00,126,2.0,665.0,35.0,289.0,76.86,5.0
2020-08-30 18:00:00,142,1.0,251.03,28.97,109.03,76.78,10.35
2020-08-30 18:00:00,236,2.0,700.0,,313.7,81.21,
2020-08-30 18:00:00,281,1.0,269.29,30.71,125.44,87.2,10.24
2020-08-30 18:00:00,296,5.0,852.0,98.0,382.95,81.64,10.32
2020-08-30 18:00:00,298,4.0,760.0,,401.28,111.86,
2020-08-30 18:00:00,299,15.0,2457.62,392.38,1112.42,82.7,13.77
2020-08-30 18:00:00,310,12.0,8157.18,482.82,3957.18,94.22,5.59
2020-08-30 18:00:00,364,2.0,665.0,35.0,395.0,146.3,5.0
2020-08-30 18:00:00,377,7.0,1290.0,40.0,633.33,96.45,3.01
2020-08-30 18:00:00,380,4.0,1170.0,30.0,570.0,95.0,2.5
2020-08-30 18:00:00,381,1.0,300.0,,197.0,191.26,
2020-08-30 18:00:00,463,1.75,965.0,15.0,585.83,154.5,1.53
2020-08-30 18:00:00,519,3.0,539.17,60.83,539.17,,10.14
2020-08-30 18:00:00,520,1.0,224.39,25.61,109.39,95.12,10.24
2020-08-30 18:00:00,564,2.25,1032.0,48.0,527.55,104.58,4.44
2020-08-30 18:00:00,566,4.0,826.7,93.3,375.94,83.4,10.14
2020-08-30 18:00:00,591,4.0,570.0,30.0,360.0,171.43,5.0
2020-08-30 18:00:00,637,8.5,5912.61,207.39,3694.11,166.51,3.39
2020-08-30 18:00:00,643,1.0,270.0,,140.25,108.09,
2020-08-30 18:00:00,653,1.0,350.0,,218.68,166.52,
2020-08-30 18:00:00,683,1.0,570.0,,255.0,80.95,
2020-08-30 18:00:00,717,4.0,936.33,63.67,936.33,,6.37
2020-08-30 18:00:00,899,2.0,594.35,105.65,594.35,,15.09
2020-08-30 18:00:00,963,3.5,1465.0,215.0,680.3,86.7,12.8
2020-08-30 18:00:00,1015,3.0,1015.0,35.0,533.26,110.69,3.33
2020-08-30 18:00:00,1057,1.0,280.0,70.0,134.0,91.78,20.0
2020-08-30 18:00:00,1136,6.0,780.0,,15.0,1.96,
2020-08-30 18:00:00,1213,0.75,600.0,,363.75,153.97,
2020-08-30 18:00:00,1217,6.0,1004.24,75.76,519.26,107.07,7.01
2020-08-30 18:00:00,1268,2.0,477.42,122.58,197.42,70.51,20.43
2020-08-30 18:00:00,1419,1.0,650.0,,281.0,76.15,
2020-08-30 18:00:00,1433,1.0,240.0,60.0,95.0,65.52,20.0
2020-08-30 18:00:00,1622,1.0,350.0,40.0,137.57,64.76,10.26
2020-08-30 18:00:00,1725,2.5,1869.19,30.81,981.69,110.61,1.62
2020-08-30 18:00:00,1790,1.0,536.0,134.0,189.5,54.69,20.0
2020-08-30 18:00:00,1809,1.0,330.0,,198.68,151.29,
2020-08-30 18:00:00,1860,0.25,230.0,30.0,104.32,83.0,11.54
2020-08-30 18:00:00,1926,2.75,2299.15,340.85,1061.98,85.84,12.91
2020-08-30 18:00:00,1947,7.0,1426.31,113.69,678.78,90.8,7.38
2020-08-30 18:00:00,1997,1.5,780.0,,510.0,188.89,
2020-08-30 18:00:00,2005,1.0,300.0,,190.0,172.73,
2020-08-30 18:00:00,2015,1.0,315.0,35.0,145.0,85.29,10.0
2020-08-30 18:00:00,2016,6.0,1022.65,117.35,484.57,90.06,10.29
2020-08-30 18:00:00,2094,1.0,210.0,120.0,57.0,37.25,36.36
2020-08-30 18:00:00,2098,6.75,3733.48,316.52,1809.73,94.07,7.82
2020-08-30 18:00:00,2104,1.0,200.0,,200.0,,
2020-08-30 18:00:00,2105,1.0,350.0,,350.0,,
2020-08-30 18:00:00,2121,5.75,2949.73,270.27,1914.73,185.0,8.39
2020-08-30 18:00:00,2147,3.0,810.0,90.0,450.0,125.0,10.0
2020-08-30 18:00:00,2154,3.0,720.0,180.0,315.0,77.78,20.0
2020-08-30 18:00:00,2178,1.0,277.94,72.06,109.46,64.97,20.59
2020-08-30 18:00:00,2212,0.5,431.67,48.33,196.9,83.87,10.07
2020-08-30 18:00:00,2226,4.5,2610.0,90.0,1477.49,130.46,3.33
2020-08-30 18:00:00,2237,2.75,3074.02,225.98,1248.02,68.35,6.85
2020-08-30 18:00:00,2279,2.0,450.0,50.0,207.4,85.49,10.0
2020-08-30 18:00:00,2312,1.0,350.0,,198.25,130.64,
2020-08-30 18:00:00,2320,1.0,296.48,33.52,130.48,78.6,10.16
